Type,Category,Class,Generic,Brand
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Gotu Kola (Centella),Nature's Way Gotu Kola
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Milk Thistle (Silymarin),Nature's Bounty Milk Thistle
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Milk Thistle (Silymarin),NOW Silymarin
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Kava (Piper methysticum),NOW Kava Kava
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Kava (Piper methysticum),Nature's Answer Kava
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Valerian Root,Nature's Way Valerian
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Valerian Root,Sundown Valerian
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Evening Primrose Oil,Nature's Bounty Evening Primrose Oil
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Chaste Tree Berry (Vitex),Nature's Way Vitex (Chasteberry)
Non-Prescription,Herbal & Botanical Supplements,Herbal/Botanical Supplements,Red Clover (Trifolium pratense),Nature's Way Red Clover
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,St. John's Wort (Hypericum),Nature's Way St. John's Wort
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,5-HTP,Natrol 5-HTP
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,5-HTP,NOW 5-HTP
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,SAM-e,Nature Made SAM-e
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,SAM-e,Doctor's Best SAM-e
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Ginkgo biloba,Nature's Bounty Ginkgo
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Ginkgo biloba,NOW Ginkgo
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Lion's Mane Mushroom,Host Defense Lion's Mane
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Lion's Mane Mushroom,NOW Lion's Mane
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Acetyl-L-Carnitine,NOW ALCAR
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Acetyl-L-Carnitine,Doctor's Best Acetyl-L-Carnitine
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Phosphatidylserine,NOW Phosphatidyl Serine
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,DMAE,NOW DMAE
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Mucuna pruriens,NOW Dopa Mucuna
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Coffee Fruit Extract + Phosphatidylserine,Neuriva (Schiff)
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Nootropic Blend,Onnit Alpha BRAIN
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Apoaequorin,Prevagen
Non-Prescription,Mood & Brain Health,Nootropics & Mood Support,Lavender Oil (Silexan),CalmAid (Nature's Way)
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Glucosamine + Chondroitin,Osteo Bi-Flex
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Glucosamine + Chondroitin,Move Free
Non-Prescription,Bone & Joint Health,Joint/Bone Support,MSM,Doctor's Best MSM
Non-Prescription,Bone & Joint Health,Joint/Bone Support,MSM,NOW MSM
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Collagen (Hydrolyzed I/III),Vital Proteins Collagen
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Collagen (Hydrolyzed I/III),NeoCell Collagen
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Boswellia,NOW Boswellia
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Boswellia,BosMed 500
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Devil's Claw,Nature's Way Devil's Claw
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Devil's Claw,NOW Devil's Claw
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Strontium Citrate,AOR Strontium Support
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Strontium Citrate,Swanson Strontium
Non-Prescription,Bone & Joint Health,Joint/Bone Support,Eggshell Membrane (NEM),Move Free Ultra (Schiff)
Non-Prescription,Heart Health,Omega-3/Essential Fatty Acids,Omega-3 Fish Oil,Nature Made Fish Oil
Non-Prescription,Heart Health,Omega-3/Essential Fatty Acids,Omega-3 Fish Oil,Nordic Naturals Omega-3
Non-Prescription,Heart Health,Omega-3/Essential Fatty Acids,Krill Oil,MegaRed Krill Oil
Non-Prescription,Heart Health,Omega-3/Essential Fatty Acids,Krill Oil,NOW Krill Oil
Non-Prescription,Heart Health,Omega-3/Essential Fatty Acids,Flaxseed Oil,Nature Made Flaxseed Oil
Non-Prescription,Heart Health,Omega-3/Essential Fatty Acids,Flaxseed Oil,Barlean's Flax Oil
Non-Prescription,Heart Health,Digestive Enzymes & GI Aids,Coenzyme Q10 (Ubiquinone),Qunol CoQ10
Non-Prescription,Heart Health,Digestive Enzymes & GI Aids,Coenzyme Q10 (Ubiquinone),Nature Made CoQ10
Non-Prescription,Heart Health,Cardiovascular Support,Red Yeast Rice,Nature's Bounty Red Yeast Rice
Non-Prescription,Heart Health,Cardiovascular Support,Red Yeast Rice,Solaray Red Yeast Rice
Non-Prescription,Heart Health,Cardiovascular Support,Plant Sterols (Phytosterols),Nature Made CholestOff
Non-Prescription,Heart Health,Cardiovascular Support,Plant Sterols (Phytosterols),Nature's Bounty Cholesterol Support
Non-Prescription,Heart Health,Cardiovascular Support,Resveratrol,ReserveAge Resveratrol
Non-Prescription,Heart Health,Cardiovascular Support,Resveratrol,NOW Resveratrol
Non-Prescription,Heart Health,Cardiovascular Support,Policosanol,Source Naturals Policosanol
Non-Prescription,Heart Health,Cardiovascular Support,Lecithin (Phosphatidylcholine),Nature's Bounty Lecithin
Non-Prescription,Heart Health,Cardiovascular Support,Hawthorn (Crataegus),Nature's Way Hawthorn
Non-Prescription,Heart Health,Cardiovascular Support,Hawthorn (Crataegus),NOW Hawthorn
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Vitamin C + Herbal Blend,Airborne Immune Support
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Vitamin C + Herbal Blend,Emergen-C
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Elderberry (Sambucus),Sambucol Black Elderberry
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Elderberry (Sambucus),Nature's Way Sambucus
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Zinc (Lozenges),Cold-EEze
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Zinc (Lozenges),Zicam Cold Remedy
Non-Prescription,Immune Support,Herbal/Botanical Supplements,L-Lysine,Quantum Super Lysine+
Non-Prescription,Immune Support,Herbal/Botanical Supplements,L-Lysine,NOW L-Lysine
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Astragalus (Huang qi),Nature's Way Astragalus
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Astragalus (Huang qi),NOW Astragalus
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Oil of Oregano,Gaia Herbs Oregano Oil
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Monolaurin,Lauricidin
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Bee Pollen,Y.S. Bee Pollen
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Royal Jelly,Y.S. Royal Jelly
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Quercetin,NOW Quercetin
Non-Prescription,Immune Support,Herbal/Botanical Supplements,Quercetin,Life Extension BioQuercetin
Non-Prescription,Digestive Support,Probiotics,Probiotic (Lactobacillus/Bifidobacterium),Culturelle
Non-Prescription,Digestive Support,Probiotics,Probiotic (Lactobacillus/Bifidobacterium),Align
Non-Prescription,Digestive Support,Fiber Supplements,Fiber (Psyllium),Metamucil
Non-Prescription,Digestive Support,Fiber Supplements,Fiber (Psyllium),Equate Fiber Powder
Non-Prescription,Digestive Support,Fiber Supplements,Fiber (Wheat Dextrin),Benefiber
Non-Prescription,Digestive Support,Digestive Enzymes & GI Aids,Lactase Enzyme,Lactaid
Non-Prescription,Digestive Support,Digestive Enzymes & GI Aids,Alpha-Galactosidase,Beano
Non-Prescription,Digestive Support,Digestive Enzymes & GI Aids,Digestive Enzyme Blend,Enzymedica Digest Gold
Non-Prescription,Digestive Support,Digestive Enzymes & GI Aids,Digestive Enzyme Blend,NOW Super Enzymes
Non-Prescription,Digestive Support,Digestive Enzymes & GI Aids,Peppermint Oil (enteric),IBGard
Non-Prescription,Digestive Support,Digestive Enzymes & GI Aids,Peppermint Oil (enteric),Pepogest
Non-Prescription,Digestive Support,Digestive Enzymes & GI Aids,Betaine HCl + Pepsin,NOW Betaine HCl
Non-Prescription,Digestive Support,Digestive Enzymes & GI Aids,Betaine HCl + Pepsin,Solaray Betaine HCl
Non-Prescription,Digestive Support,Digestive Enzymes & GI Aids,Papaya Enzyme (Papain),American Health Papaya Enzyme Chewable
Non-Prescription,Digestive Support,Digestive Support,Ginger Root,Nature's Way Ginger
Non-Prescription,Digestive Support,Digestive Support,Ginger Root,NOW Ginger Caps
Non-Prescription,Heartburn & Indigestion,Antacids,Calcium Carbonate (Antacid),Tums
Non-Prescription,Heartburn & Indigestion,Antacids,Calcium Carbonate (Antacid),Rolaids
Non-Prescription,Heartburn & Indigestion,Antacids,Aluminum/Magnesium Antacid,Maalox
Non-Prescription,Heartburn & Indigestion,Antacids,Aluminum/Magnesium Antacid,Mylanta
Non-Prescription,Heartburn & Indigestion,H2 Blockers,Famotidine (H2 blocker),Pepcid AC
Non-Prescription,Heartburn & Indigestion,H2 Blockers,Cimetidine (H2 blocker),Tagamet HB
Non-Prescription,Heartburn & Indigestion,Proton Pump Inhibitors,Omeprazole 20 mg (PPI),Prilosec OTC
Non-Prescription,Heartburn & Indigestion,Proton Pump Inhibitors,Lansoprazole 15 mg (PPI),Prevacid 24HR
Non-Prescription,Heartburn & Indigestion,Proton Pump Inhibitors,Esomeprazole 20 mg (PPI),Nexium 24HR
Non-Prescription,Heartburn & Indigestion,Proton Pump Inhibitors,Omeprazole/Sodium Bicarbonate,Zegerid OTC
Non-Prescription,Heartburn & Indigestion,H2 Blockers,Famotidine + Antacids,Pepcid Complete
Non-Prescription,Constipation & Diarrhea Relief,Laxatives - Osmotic,Polyethylene Glycol 3350,MiraLAX
Non-Prescription,Constipation & Diarrhea Relief,Laxatives - Stimulant,Bisacodyl (Stimulant Laxative),Dulcolax
Non-Prescription,Constipation & Diarrhea Relief,Laxatives - Stimulant,Bisacodyl (Stimulant Laxative),Correctol
Non-Prescription,Constipation & Diarrhea Relief,Laxatives - Stimulant,Senna (Sennosides),Senokot
Non-Prescription,Constipation & Diarrhea Relief,Laxatives - Stimulant,Senna (Sennosides),Ex-Lax
Non-Prescription,Constipation & Diarrhea Relief,Stool Softeners,Docusate Sodium (Stool Softener),Colace
Non-Prescription,Constipation & Diarrhea Relief,Laxatives - Saline,Magnesium Citrate,Citroma
Non-Prescription,Constipation & Diarrhea Relief,Laxatives - Saline,Magnesium Hydroxide,Phillips' Milk of Magnesia
Non-Prescription,Constipation & Diarrhea Relief,Bowel Regimen,Mineral Oil,Kondremul Emulsion
Non-Prescription,Constipation & Diarrhea Relief,Bowel Regimen,Castor Oil,Heritage Castor Oil
Non-Prescription,Constipation & Diarrhea Relief,Laxatives - Saline,Sodium Phosphate Enema,Fleet Enema
Non-Prescription,Constipation & Diarrhea Relief,Laxatives - Stimulant,Senna + Docusate,Peri-Colace
Non-Prescription,Constipation & Diarrhea Relief,Laxatives - Stimulant,Senna + Docusate,Senokot-S
Non-Prescription,Constipation & Diarrhea Relief,Antidiarrheals,Loperamide,Imodium A-D
Non-Prescription,Constipation & Diarrhea Relief,Antidiarrheals (Bismuth),Bismuth Subsalicylate,Pepto-Bismol
Non-Prescription,Constipation & Diarrhea Relief,Antidiarrheals (Bismuth),Bismuth Subsalicylate,Kaopectate
Non-Prescription,Constipation & Diarrhea Relief,Antidiarrheals,Loperamide/Simethicone,Imodium Multi-Symptom
Non-Prescription,Constipation & Diarrhea Relief,Antiflatulents,Simethicone,Gas-X
Non-Prescription,Constipation & Diarrhea Relief,Antiflatulents,Simethicone,Mylicon
Non-Prescription,Constipation & Diarrhea Relief,Antiflatulents,Activated Charcoal,Nature's Way Activated Charcoal
Non-Prescription,Nausea & Motion Sickness,Antiemetic Antihistamines,Meclizine,Bonine
Non-Prescription,Nausea & Motion Sickness,Antiemetic Antihistamines,Meclizine,Dramamine Less Drowsy
Non-Prescription,Nausea & Motion Sickness,Antiemetic Antihistamines,Dimenhydrinate,Dramamine
Non-Prescription,Nausea & Motion Sickness,Nausea Remedies,Phosphorated Carbohydrate Solution,Emetrol
Non-Prescription,Nausea & Motion Sickness,Herbal Antiemetics,Ginger,Gravol Natural Ginger
Non-Prescription,Nausea & Motion Sickness,Herbal Antiemetics,Ginger,Dramamine Ginger
Non-Prescription,Sleep & Relaxation,OTC Sleep Antihistamines,Diphenhydramine,ZzzQuil
Non-Prescription,Sleep & Relaxation,OTC Sleep Antihistamines,Diphenhydramine,Sominex
Non-Prescription,Sleep & Relaxation,OTC Sleep Antihistamines,Doxylamine,Unisom SleepTabs
Non-Prescription,Sleep & Relaxation,Sleep Supplements,Melatonin,Natrol Melatonin
Non-Prescription,Sleep & Relaxation,Sleep Supplements,Melatonin,Nature Made Melatonin
Non-Prescription,Sleep & Relaxation,Sleep Supplements,Valerian Root,Nature's Way Valerian
Non-Prescription,Sleep & Relaxation,Sleep Supplements,Valerian Root,Sundown Valerian
Non-Prescription,Sleep & Relaxation,Sleep Supplements,Chamomile,Traditional Medicinals Chamomile Tea
Non-Prescription,Sleep & Relaxation,Sleep Supplements,Chamomile,Swanson Chamomile
Non-Prescription,Sleep & Relaxation,Sleep Supplements,GABA,NOW GABA
Non-Prescription,Sleep & Relaxation,Sleep Supplements,GABA,Thorne PharmaGABA
Non-Prescription,Sleep & Relaxation,Sleep Supplements,L-Theanine,Suntheanine
Non-Prescription,Sleep & Relaxation,Sleep Supplements,L-Theanine,NOW L-Theanine
Non-Prescription,Sleep & Relaxation,Sleep Supplements,L-Tryptophan,Lidtke Tryptophan
Non-Prescription,Sleep & Relaxation,OTC Sleep Antihistamines,Acetaminophen + Diphenhydramine,Tylenol PM
Non-Prescription,Allergy & Sinus,Antihistamines,Cetirizine,Zyrtec
Non-Prescription,Allergy & Sinus,Antihistamines,Loratadine,Claritin
Non-Prescription,Allergy & Sinus,Antihistamines,Fexofenadine,Allegra
Non-Prescription,Allergy & Sinus,Antihistamines,Diphenhydramine,Benadryl
Non-Prescription,Allergy & Sinus,Antihistamines,Chlorpheniramine,Chlor-Trimeton
Non-Prescription,Allergy & Sinus,Antihistamines,Levocetirizine,Xyzal 24HR
Non-Prescription,Allergy & Sinus,Antihistamines,Clemastine,Tavist Allergy
Non-Prescription,Allergy & Sinus,Intranasal Corticosteroids,Fluticasone (nasal),Flonase
Non-Prescription,Allergy & Sinus,Intranasal Corticosteroids,Triamcinolone (nasal),Nasacort Allergy 24HR
Non-Prescription,Allergy & Sinus,Intranasal Corticosteroids,Budesonide (nasal),Rhinocort Allergy
Non-Prescription,Allergy & Sinus,Decongestants,Pseudoephedrine,Sudafed
Non-Prescription,Allergy & Sinus,Decongestants,Phenylephrine,Sudafed PE
Non-Prescription,Allergy & Sinus,Mast Cell Stabilizer,Cromolyn Sodium (nasal),Nasalcrom
Non-Prescription,Allergy & Sinus,Saline Nasal Sprays,Saline Nasal Spray,Ocean Nasal Spray
Non-Prescription,Allergy & Sinus,Saline Nasal Sprays,Saline Nasal Spray,Simply Saline
Non-Prescription,Allergy & Sinus,Decongestants,Oxymetazoline (nasal),Afrin
Non-Prescription,Allergy & Sinus,Decongestants,Phenylephrine (nasal),Neo-Synephrine
Non-Prescription,Allergy & Sinus,Decongestants,Propylhexedrine Inhaler,Benzedrex Inhaler
Non-Prescription,Allergy & Sinus,Decongestants,Levmetamfetamine Inhaler,Vicks VapoInhaler
Non-Prescription,Allergy & Sinus,Antihistamines,Fexofenadine/Pseudoephedrine,Allegra-D
Non-Prescription,Allergy & Sinus,Antihistamines,Loratadine/Pseudoephedrine,Claritin-D
Non-Prescription,Allergy & Sinus,Antihistamines,Cetirizine/Pseudoephedrine,Zyrtec-D
Non-Prescription,"Cough, Cold & Flu",Cough Suppressants,Dextromethorphan,Delsym
Non-Prescription,"Cough, Cold & Flu",Cough Suppressants,Dextromethorphan,Robitussin Cough
Non-Prescription,"Cough, Cold & Flu",Expectorants,Guaifenesin,Mucinex
Non-Prescription,"Cough, Cold & Flu",Cough Suppressants,Guaifenesin + Dextromethorphan,Mucinex DM
Non-Prescription,"Cough, Cold & Flu",Cough Suppressants,Guaifenesin + Dextromethorphan,Robitussin DM
Non-Prescription,"Cough, Cold & Flu",Expectorants,Guaifenesin + Pseudoephedrine,Mucinex D
Non-Prescription,"Cough, Cold & Flu",Cough Suppressants,Acetaminophen + Dextromethorphan + Doxylamine,NyQuil Cold & Flu
Non-Prescription,"Cough, Cold & Flu",Cough Suppressants,Acetaminophen + Dextromethorphan + Phenylephrine,DayQuil Cold & Flu
Non-Prescription,"Cough, Cold & Flu",Decongestant Combinations,Aspirin + Chlorpheniramine + Phenylephrine,Alka-Seltzer Plus Cold
Non-Prescription,"Cough, Cold & Flu",Analgesic Combinations,Chlorpheniramine + Acetaminophen,Coricidin HBP Cold/Flu
Non-Prescription,"Cough, Cold & Flu",Analgesic Combinations,Ibuprofen + Pseudoephedrine,Advil Cold & Sinus
Non-Prescription,"Cough, Cold & Flu",Analgesic Combinations,Naproxen + Pseudoephedrine,Aleve-D (Sinus & Headache)
Non-Prescription,"Cough, Cold & Flu",Throat/Topical Anesthetics,Benzocaine (throat lozenge),Cepacol
Non-Prescription,"Cough, Cold & Flu",Throat/Topical Anesthetics,Menthol (cough drops),Halls
Non-Prescription,"Cough, Cold & Flu",Throat/Topical Anesthetics,Menthol (cough drops),Ricola
Non-Prescription,"Cough, Cold & Flu",Throat/Topical Anesthetics,Phenol (sore throat spray),Chloraseptic
Non-Prescription,"Cough, Cold & Flu",Throat/Topical Anesthetics,Menthol/Camphor (chest rub),Vicks VapoRub
Non-Prescription,"Cough, Cold & Flu",Decongestant Combinations,Brompheniramine/Phenylephrine,Dimetapp Cold & Allergy
Non-Prescription,"Cough, Cold & Flu",Cold & Flu Combinations,Slippery Elm (lozenge),Thayer's Slippery Elm Lozenges
Non-Prescription,Pain Relief,Analgesics/NSAIDs,Acetaminophen,Tylenol
Non-Prescription,Pain Relief,Analgesics/NSAIDs,Acetaminophen,Tylenol Extra Strength
Non-Prescription,Pain Relief,Analgesics/NSAIDs,Ibuprofen,Advil
Non-Prescription,Pain Relief,Analgesics/NSAIDs,Ibuprofen,Motrin IB
Non-Prescription,Pain Relief,Analgesics/NSAIDs,Naproxen Sodium,Aleve
Non-Prescription,Pain Relief,Analgesics/NSAIDs,Aspirin,Bayer Aspirin
Non-Prescription,Pain Relief,Analgesics/NSAIDs,Aspirin,Ecotrin
Non-Prescription,Pain Relief,Analgesics/NSAIDs,Magnesium Salicylate,Doan's Pills
Non-Prescription,Pain Relief,Analgesics/NSAIDs,Acetaminophen/Aspirin/Caffeine,Excedrin Extra Strength
Non-Prescription,Pain Relief,Analgesics/NSAIDs,Acetaminophen/Caffeine/Pyrilamine,Midol Complete
Non-Prescription,Pain Relief,Topical Analgesics,Capsaicin (topical),Zostrix
Non-Prescription,Pain Relief,Topical Analgesics,Capsaicin (topical),Capzasin-HP
Non-Prescription,Pain Relief,Topical Analgesics,Trolamine Salicylate (topical),Aspercreme Cream
Non-Prescription,Pain Relief,Topical Analgesics,Menthol/Methyl Salicylate (topical),Bengay
Non-Prescription,Pain Relief,Topical Analgesics,Menthol/Methyl Salicylate (topical),Icy Hot
Non-Prescription,Pain Relief,Topical Analgesics,Diclofenac 1% Gel,Voltaren Arthritis Pain Gel
Non-Prescription,Pain Relief,Pain Relief,Benzocaine Oral Gel,Orajel
Non-Prescription,Pain Relief,Pain Relief,Eugenol (Clove Oil),Red Cross Toothache
Non-Prescription,Pain Relief,Migraine Supplements,Migraine Support Blend,MigreLief
Non-Prescription,Dermatologic & First Aid,Topical Corticosteroids,Hydrocortisone 1% Cream,Cortizone-10
Non-Prescription,Dermatologic & First Aid,Topical Corticosteroids,Hydrocortisone 1% Cream,Cortaid
Non-Prescription,Dermatologic & First Aid,Dermatologic Care,Diphenhydramine 2% Cream,Benadryl Itch Relief Cream
Non-Prescription,Dermatologic & First Aid,Topical Antibiotics,Bacitracin Ointment,Bacitracin (generic)
Non-Prescription,Dermatologic & First Aid,Topical Antibiotics,Triple Antibiotic Ointment,Neosporin
Non-Prescription,Dermatologic & First Aid,Acne Treatments,Benzoyl Peroxide,Clearasil
Non-Prescription,Dermatologic & First Aid,Acne Treatments,Benzoyl Peroxide,Proactiv
Non-Prescription,Dermatologic & First Aid,Acne Treatments,Salicylic Acid (acne/wart),Compound W
Non-Prescription,Dermatologic & First Aid,Acne Treatments,Salicylic Acid (acne/wart),Stridex
Non-Prescription,Dermatologic & First Aid,Dermatologic Care,Sulfur 10% Ointment,De La Cruz Sulfur Ointment
Non-Prescription,Dermatologic & First Aid,Acne Treatments,Adapalene 0.1% Gel,Differin Gel
Non-Prescription,Dermatologic & First Aid,Dandruff Treatments,Coal Tar (dandruff),Neutrogena T/Gel
Non-Prescription,Dermatologic & First Aid,Dandruff Treatments,Selenium Sulfide (dandruff),Selsun Blue
Non-Prescription,Dermatologic & First Aid,Topical Antifungals,Ketoconazole 1% (shampoo),Nizoral A-D
Non-Prescription,Dermatologic & First Aid,Topical Antifungals,Clotrimazole 1% (cream),Lotrimin AF
Non-Prescription,Dermatologic & First Aid,Topical Antifungals,Clotrimazole 1% (cream),Gyne-Lotrimin
Non-Prescription,Dermatologic & First Aid,Topical Antifungals,Miconazole (vaginal),Monistat 3
Non-Prescription,Dermatologic & First Aid,Topical Antifungals,Miconazole (vaginal),Monistat 1
Non-Prescription,Dermatologic & First Aid,Topical Antifungals,Terbinafine 1% (cream),Lamisil AT
Non-Prescription,Dermatologic & First Aid,Topical Antifungals,Tolnaftate 1%,Tinactin
Non-Prescription,Dermatologic & First Aid,Topical Antifungals,Butenafine 1%,Lotrimin Ultra
Non-Prescription,Dermatologic & First Aid,Dermatologic Care,Tioconazole (vaginal),Monistat-1 (Tioconazole)
Non-Prescription,Dermatologic & First Aid,Dermatologic Care,Tioconazole (vaginal),Vagistat 1
Non-Prescription,Dermatologic & First Aid,Skin Protectants/Antipruritics,Calamine + Pramoxine,Caladryl Lotion
Non-Prescription,Dermatologic & First Aid,Skin Protectants/Antipruritics,Calamine Lotion,Calamine (generic)
Non-Prescription,Dermatologic & First Aid,Skin Protectants/Antipruritics,Zinc Oxide Ointment,Desitin
Non-Prescription,Dermatologic & First Aid,Skin Protectants/Antipruritics,Witch Hazel (Hamamelis),Tucks Medicated Pads
Non-Prescription,Dermatologic & First Aid,Dermatologic Care,Lidocaine 4% (topical),Salonpas Lidocaine
Non-Prescription,Dermatologic & First Aid,Dermatologic Care,Lidocaine 4% (topical),Aspercreme Lidocaine
Non-Prescription,Dermatologic & First Aid,Dermatologic Care,Arnica montana (homeopathic gel),Boiron Arnicare Gel
Non-Prescription,Dermatologic & First Aid,Topical Antiseptics,Povidone-Iodine (antiseptic),Betadine Solution
Non-Prescription,Dermatologic & First Aid,Topical Antiseptics,Chlorhexidine Wash,Hibiclens
Non-Prescription,Dermatologic & First Aid,Wart Treatments,Wart Freezing Kit,Compound W Freeze Off
Non-Prescription,Weight Management,Weight Management,Orlistat 60 mg,Alli
Non-Prescription,Weight Management,Weight Management,Conjugated Linoleic Acid (CLA),Tonalin CLA
Non-Prescription,Weight Management,Weight Management,Garcinia Cambogia (HCA),Hydroxycut (assorted)
Non-Prescription,Weight Management,Weight Management,Green Coffee Bean Extract,Nature's Truth Green Coffee Bean
Non-Prescription,Weight Management,Weight Management,Apple Cider Vinegar,Goli Apple Cider Vinegar Gummies
Non-Prescription,Weight Management,Weight Management,Glucomannan (Konjac),Lipozene
Non-Prescription,Weight Management,Weight Management,Bitter Orange (Synephrine),Nature's Way Bitter Orange
Non-Prescription,Weight Management,Weight Management,Caffeine/Herb Pre-Workout Blend,Cellucor C4
Non-Prescription,Smoking Cessation,Nicotine Replacement,Nicotine (Transdermal Patch),NicoDerm CQ
Non-Prescription,Smoking Cessation,Nicotine Replacement,Nicotine (Chewing Gum),Nicorette Gum
Non-Prescription,Smoking Cessation,Nicotine Replacement,Nicotine (Lozenge),Nicorette Lozenge
Non-Prescription,Smoking Cessation,Nicotine Replacement,Nicotine (Lozenge),Commit
Non-Prescription,Urinary Health,Urinary/Prostate Support,Cranberry Extract (Vaccinium),AZO Cranberry
Non-Prescription,Urinary Health,Urinary/Prostate Support,D-Mannose,NOW D-Mannose
Non-Prescription,Urinary Health,Urinary/Prostate Support,D-Mannose,ClearTract
Non-Prescription,Urinary Health,Urinary/Prostate Support,Phenazopyridine,AZO Urinary Pain Relief
Non-Prescription,Urinary Health,Urinary/Prostate Support,Phenazopyridine,Uristat
Non-Prescription,Urinary Health,Urinary/Prostate Support,Oxybutynin Patch,Oxytrol for Women
Non-Prescription,Urinary Health,Urinary/Prostate Support,Saw Palmetto,ProstOrganics Saw Palmetto
Non-Prescription,Urinary Health,Urinary/Prostate Support,Saw Palmetto,NOW Saw Palmetto
Non-Prescription,Urinary Health,Urinary/Prostate Support,Beta-Sitosterol (Prostate),Super Beta Prostate
Non-Prescription,Urinary Health,Urinary/Prostate Support,Pygeum (African Plum Bark),NOW Pygeum
Non-Prescription,Urinary Health,Urinary/Prostate Support,Pygeum (African Plum Bark),Swanson Pygeum
Non-Prescription,Urinary Health,Urinary/Prostate Support,Uva Ursi Leaf (Bearberry),Solaray Uva Ursi
Non-Prescription,Urinary Health,Urinary/Prostate Support,Methenamine/Sodium Salicylate,Cystex Urinary Pain Relief
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Artificial Tears (lubricant),Refresh Tears
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Artificial Tears (lubricant),Systane Ultra
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Ketotifen (antihistamine eye drops),Zaditor
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Ketotifen (antihistamine eye drops),Alaway
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Naphazoline/Pheniramine,Naphcon-A
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Naphazoline/Pheniramine,Visine-A
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Tetrahydrozoline,Visine Original
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Oxymetazoline (redness relief),Visine LR
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Olopatadine,Pataday (Once Daily)
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Lutein & Zeaxanthin (eye vitamins),Ocuvite Lutein
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Lutein & Zeaxanthin (eye vitamins),PreserVision AREDS 2
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Carbamide Peroxide (earwax removal),Debrox Ear Drops
Non-Prescription,Eye & Ear Care,Eye/Ear Care,Isopropyl Alcohol/Glycerin (ear drying),Swim-Ear Drops
Non-Prescription,Athletic Performance & Energy,Performance & Energy,Caffeine (stimulant),NoDoz
Non-Prescription,Athletic Performance & Energy,Performance & Energy,Caffeine (stimulant),Vivarin
